ENSG00000252365	ENSXETG00000029272	ENSDARG00000083784
ENSG00000173821	ENSXETG00000032079	ENSDARG00000075710
ENSG00000173821	ENSXETG00000032079	ENSDARG00000033824
ENSG00000173821	ENSXETG00000031394	ENSDARG00000090575
ENSG00000173821	ENSXETG00000031394	ENSDARG00000089494
ENSG00000173821	ENSXETG00000031394	ENSDARG00000075710
ENSG00000173821	ENSXETG00000031394	ENSDARG00000033824
ENSG00000268173	ENSXETG00000012933	ENSDARG00000018060
ENSG00000073754	ENSXETG00000007129	ENSDARG00000092989
ENSG00000073754	ENSXETG00000002231	ENSDARG00000092989
ENSG00000073754	ENSXETG00000007152	ENSDARG00000092989
ENSG00000165215	ENSXETG00000007794	ENSDARG00000069503
ENSG00000165215	ENSXETG00000007794	ENSDARG00000015955
ENSG00000216490	ENSXETG00000025512	ENSDARG00000056378
ENSG00000216490	ENSXETG00000025512	ENSDARG00000075629
ENSG00000189143	ENSXETG00000025329	ENSDARG00000009215
ENSG00000189143	ENSXETG00000025329	ENSDARG00000009544
ENSG00000189143	ENSXETG00000025329	ENSDARG00000069888
ENSG00000189143	ENSXETG00000025329	ENSDARG00000006580
ENSG00000189143	ENSXETG00000025329	ENSDARG00000087096
ENSG00000189143	ENSXETG00000025329	ENSDARG00000043128
ENSG00000189143	ENSXETG00000025329	ENSDARG00000003701
ENSG00000125648	ENSXETG00000024509	ENSDARG00000005690
ENSG00000125648	ENSXETG00000024509	ENSDARG00000024708
ENSG00000127483	ENSXETG00000009487	ENSDARG00000044669
ENSG00000254858	ENSXETG00000018317	ENSDARG00000056367
ENSG00000139910	ENSXETG00000010244	ENSDARG00000017673
ENSG00000105649	ENSXETG00000012930	ENSDARG00000056347
ENSG00000105649	ENSXETG00000012930	ENSDARG00000043835
ENSG00000198742	ENSXETG00000007498	ENSDARG00000016086
ENSG00000100567	ENSXETG00000011978	ENSDARG00000086618
ENSG00000137674	ENSXETG00000034187	ENSDARG00000055479
ENSG00000137674	ENSXETG00000034187	ENSDARG00000089887
ENSG00000155666	ENSXETG00000021748	ENSDARG00000037844
ENSG00000108381	ENSXETG00000005789	ENSDARG00000005154
ENSG00000169189	ENSXETG00000025443	ENSDARG00000034662
ENSG00000119703	ENSXETG00000013249	ENSDARG00000070526
ENSG00000107593	ENSXETG00000030335	ENSDARG00000022503
ENSG00000172037	ENSXETG00000008622	ENSDARG00000002084
ENSG00000185467	ENSXETG00000007497	ENSDARG00000027169
ENSG00000134287	ENSXETG00000011174	ENSDARG00000036998
ENSG00000165171	ENSXETG00000007796	ENSDARG00000069507
ENSG00000169884	ENSXETG00000011173	ENSDARG00000040925
ENSG00000255854	ENSXETG00000018366	ENSDARG00000093125
ENSG00000039523	ENSXETG00000015614	ENSDARG00000062178
ENSG00000013503	ENSXETG00000005721	ENSDARG00000062915
ENSG00000205744	ENSXETG00000024511	ENSDARG00000078503
ENSG00000123213	ENSXETG00000000451	ENSDARG00000019233
ENSG00000183853	ENSXETG00000030921	ENSDARG00000001634
ENSG00000183853	ENSXETG00000030921	ENSDARG00000056998
ENSG00000173852	ENSXETG00000001414	ENSDARG00000069995
ENSG00000173852	ENSXETG00000001414	ENSDARG00000077869
ENSG00000164532	ENSXETG00000013110	ENSDARG00000005150
ENSG00000125084	ENSXETG00000009817	ENSDARG00000055554
ENSG00000168280	ENSXETG00000004486	ENSDARG00000076027
ENSG00000075151	ENSXETG00000009483	ENSDARG00000074331
ENSG00000075151	ENSXETG00000009483	ENSDARG00000077215
ENSG00000122557	ENSXETG00000013111	ENSDARG00000021033
ENSG00000144827	ENSXETG00000009199	ENSDARG00000075627
ENSG00000144827	ENSXETG00000009199	ENSDARG00000076435
ENSG00000241685	ENSXETG00000006057	ENSDARG00000008383
ENSG00000184304	ENSXETG00000010248	ENSDARG00000075949
ENSG00000104833	ENSXETG00000021860	ENSDARG00000035423
ENSG00000104833	ENSXETG00000021860	ENSDARG00000041723
ENSG00000181929	ENSXETG00000011175	ENSDARG00000003818
ENSG00000099194	ENSXETG00000023757	ENSDARG00000033662
ENSG00000099194	ENSXETG00000023757	ENSDARG00000030265
ENSG00000105650	ENSXETG00000012922	ENSDARG00000013221
ENSG00000105650	ENSXETG00000012922	ENSDARG00000002411
ENSG00000103522	ENSXETG00000004024	ENSDARG00000069961
ENSG00000103522	ENSXETG00000004024	ENSDARG00000078649
ENSG00000064102	ENSXETG00000016500	ENSDARG00000011764
ENSG00000137745	ENSXETG00000022215	ENSDARG00000015797
ENSG00000137745	ENSXETG00000022215	ENSDARG00000012395
ENSG00000122545	ENSXETG00000013112	ENSDARG00000052673
ENSG00000137692	ENSXETG00000022216	ENSDARG00000096391
ENSG00000168291	ENSXETG00000008685	ENSDARG00000021346
ENSG00000077235	ENSXETG00000033820	ENSDARG00000090506
ENSG00000102974	ENSXETG00000015615	ENSDARG00000056621
ENSG00000100628	ENSXETG00000010311	ENSDARG00000096748
ENSG00000100628	ENSXETG00000010311	ENSDARG00000003797
ENSG00000100628	ENSXETG00000010311	ENSDARG00000078445
ENSG00000092140	ENSXETG00000014180	ENSDARG00000001313
ENSG00000111790	ENSXETG00000016502	ENSDARG00000009657
ENSG00000170348	ENSXETG00000013236	ENSDARG00000041391
ENSG00000144655	ENSXETG00000004234	ENSDARG00000038429
ENSG00000144655	ENSXETG00000004234	ENSDARG00000031426
ENSG00000129255	ENSXETG00000027286	ENSDARG00000035562
ENSG00000159753	ENSXETG00000031475	ENSDARG00000056639
ENSG00000130429	ENSXETG00000006058	ENSDARG00000027063
ENSG00000168334	ENSXETG00000025382	ENSDARG00000030722
ENSG00000187240	ENSXETG00000032809	ENSDARG00000086671
ENSG00000187240	ENSXETG00000032809	ENSDARG00000090725
ENSG00000125730	ENSXETG00000030659	ENSDARG00000052207
ENSG00000125730	ENSXETG00000030659	ENSDARG00000093198
ENSG00000125730	ENSXETG00000030659	ENSDARG00000012694
ENSG00000125730	ENSXETG00000030659	ENSDARG00000053462
ENSG00000125730	ENSXETG00000030659	ENSDARG00000087359
ENSG00000125730	ENSXETG00000030659	ENSDARG00000043719
ENSG00000125730	ENSXETG00000030659	ENSDARG00000090176
ENSG00000125730	ENSXETG00000030659	ENSDARG00000001818
ENSG00000125730	ENSXETG00000030659	ENSDARG00000093068
ENSG00000176040	ENSXETG00000012422	ENSDARG00000086161
ENSG00000047578	ENSXETG00000018333	ENSDARG00000092882
ENSG00000047578	ENSXETG00000018333	ENSDARG00000094441
ENSG00000047578	ENSXETG00000018333	ENSDARG00000092347
ENSG00000262304	ENSXETG00000005790	ENSDARG00000059883
ENSG00000112851	ENSXETG00000000448	ENSDARG00000044281
ENSG00000170345	ENSXETG00000013238	ENSDARG00000040135
ENSG00000170345	ENSXETG00000013238	ENSDARG00000068428
ENSG00000170345	ENSXETG00000013238	ENSDARG00000031683
ENSG00000008282	ENSXETG00000025677	ENSDARG00000077356
ENSG00000117298	ENSXETG00000023235	ENSDARG00000061737
ENSG00000089737	ENSXETG00000010314	ENSDARG00000075953
ENSG00000152457	ENSXETG00000005403	ENSDARG00000045704
ENSG00000169181	ENSXETG00000018328	ENSDARG00000037390
ENSG00000196689	ENSXETG00000005790	ENSDARG00000059883
ENSG00000075290	ENSXETG00000023760	ENSDARG00000006911
ENSG00000167548	ENSXETG00000011176	ENSDARG00000037060
ENSG00000169180	ENSXETG00000010326	ENSDARG00000041217
ENSG00000106244	ENSXETG00000006062	ENSDARG00000002967
ENSG00000106245	ENSXETG00000024872	ENSDARG00000017084
ENSG00000152944	ENSXETG00000003233	ENSDARG00000026839
ENSG00000105835	ENSXETG00000005918	ENSDARG00000086096
ENSG00000105835	ENSXETG00000005918	ENSDARG00000087898
ENSG00000105835	ENSXETG00000005918	ENSDARG00000078738
ENSG00000105835	ENSXETG00000005918	ENSDARG00000076694
ENSG00000105835	ENSXETG00000005918	ENSDARG00000030598
ENSG00000105835	ENSXETG00000005918	ENSDARG00000090151
ENSG00000105835	ENSXETG00000005918	ENSDARG00000027183
ENSG00000075826	ENSXETG00000014203	ENSDARG00000002916
ENSG00000156127	ENSXETG00000013235	ENSDARG00000011818
ENSG00000162551	ENSXETG00000023244	ENSDARG00000015546
ENSG00000168301	ENSXETG00000008681	ENSDARG00000023703
ENSG00000168301	ENSXETG00000008681	ENSDARG00000043095
ENSG00000163554	ENSXETG00000007227	ENSDARG00000009499
ENSG00000119686	ENSXETG00000027282	ENSDARG00000031506
ENSG00000119686	ENSXETG00000027282	ENSDARG00000038957
ENSG00000170962	ENSXETG00000010500	ENSDARG00000077677
ENSG00000188322	ENSXETG00000010325	ENSDARG00000056294
ENSG00000204403	ENSXETG00000007792	ENSDARG00000075270
ENSG00000205609	ENSXETG00000002941	ENSDARG00000016443
ENSG00000178104	ENSXETG00000010192	ENSDARG00000054723
ENSG00000119737	ENSXETG00000015196	ENSDARG00000069343
ENSG00000211455	ENSXETG00000020514	ENSDARG00000045482
ENSG00000261832	ENSXETG00000008337	ENSDARG00000037865
ENSG00000261832	ENSXETG00000033436	ENSDARG00000037865
ENSG00000150556	ENSXETG00000030529	ENSDARG00000077643
ENSG00000105851	ENSXETG00000005919	ENSDARG00000017757
ENSG00000185909	ENSXETG00000023516	ENSDARG00000090787
ENSG00000167550	ENSXETG00000011180	ENSDARG00000039162
ENSG00000173950	ENSXETG00000003454	ENSDARG00000070417
ENSG00000173950	ENSXETG00000003454	ENSDARG00000088799
ENSG00000106246	ENSXETG00000009891	ENSDARG00000076176
ENSG00000197417	ENSXETG00000005794	ENSDARG00000002355
ENSG00000204469	ENSXETG00000002501	ENSDARG00000031494
ENSG00000076864	ENSXETG00000017936	ENSDARG00000053272
ENSG00000076864	ENSXETG00000017936	ENSDARG00000056554
ENSG00000076864	ENSXETG00000017936	ENSDARG00000088735
ENSG00000032219	ENSXETG00000011968	ENSDARG00000043873
ENSG00000040531	ENSXETG00000005795	ENSDARG00000008890
ENSG00000248919	ENSXETG00000009891	ENSDARG00000076176
ENSG00000187123	ENSXETG00000004522	ENSDARG00000004307
ENSG00000005249	ENSXETG00000005920	ENSDARG00000036446
ENSG00000139549	ENSXETG00000011181	ENSDARG00000037062
ENSG00000160917	ENSXETG00000009892	ENSDARG00000020217
ENSG00000114316	ENSXETG00000005929	ENSDARG00000014770
ENSG00000119685	ENSXETG00000013220	ENSDARG00000089650
ENSG00000068878	ENSXETG00000015195	ENSDARG00000088684
ENSG00000068878	ENSXETG00000015195	ENSDARG00000018742
ENSG00000068878	ENSXETG00000015195	ENSDARG00000087911
ENSG00000068878	ENSXETG00000015195	ENSDARG00000069346
ENSG00000139636	ENSXETG00000011184	ENSDARG00000004745
ENSG00000100575	ENSXETG00000026270	ENSDARG00000043865
ENSG00000168288	ENSXETG00000004524	ENSDARG00000041602
ENSG00000168288	ENSXETG00000004524	ENSDARG00000005870
ENSG00000089693	ENSXETG00000011538	ENSDARG00000034616
ENSG00000115963	ENSXETG00000025335	ENSDARG00000007396
ENSG00000115963	ENSXETG00000025335	ENSDARG00000076799
ENSG00000188603	ENSXETG00000008337	ENSDARG00000037865
ENSG00000188603	ENSXETG00000033436	ENSDARG00000037865
ENSG00000129214	ENSXETG00000030812	ENSDARG00000019492
ENSG00000168509	ENSXETG00000011047	ENSDARG00000030494
ENSG00000168309	ENSXETG00000008652	ENSDARG00000086300
ENSG00000213977	ENSXETG00000005800	ENSDARG00000059177
ENSG00000257950	ENSXETG00000032944	ENSDARG00000004455
ENSG00000257950	ENSXETG00000032944	ENSDARG00000024139
ENSG00000100578	ENSXETG00000011966	ENSDARG00000090807
ENSG00000100578	ENSXETG00000011966	ENSDARG00000097772
ENSG00000117289	ENSXETG00000011050	ENSDARG00000036107
ENSG00000117289	ENSXETG00000011050	ENSDARG00000070000
ENSG00000198643	ENSXETG00000008641	ENSDARG00000045824
ENSG00000198643	ENSXETG00000025698	ENSDARG00000045824
ENSG00000125731	ENSXETG00000011260	ENSDARG00000086539
ENSG00000127774	ENSXETG00000026014	ENSDARG00000035282
ENSG00000105856	ENSXETG00000005922	ENSDARG00000028517
ENSG00000121851	ENSXETG00000011053	ENSDARG00000013734
ENSG00000233276	ENSXETG00000005933	ENSDARG00000018146
ENSG00000181039	ENSXETG00000011054	ENSDARG00000076719
ENSG00000152022	ENSXETG00000014034	ENSDARG00000063244
ENSG00000067560	ENSXETG00000005934	ENSDARG00000026845
ENSG00000131795	ENSXETG00000027956	ENSDARG00000016516
ENSG00000091972	ENSXETG00000016316	ENSDARG00000079191
ENSG00000091972	ENSXETG00000016316	ENSDARG00000052329
ENSG00000091972	ENSXETG00000016316	ENSDARG00000041998
ENSG00000141968	ENSXETG00000007366	ENSDARG00000088536
ENSG00000141968	ENSXETG00000007366	ENSDARG00000089965
ENSG00000108861	ENSXETG00000033882	ENSDARG00000060130
ENSG00000108861	ENSXETG00000033882	ENSDARG00000061255
ENSG00000131779	ENSXETG00000024160	ENSDARG00000069147
ENSG00000083454	ENSXETG00000032944	ENSDARG00000004455
ENSG00000083454	ENSXETG00000032944	ENSDARG00000024139
ENSG00000145022	ENSXETG00000005948	ENSDARG00000044194
ENSG00000119698	ENSXETG00000010315	ENSDARG00000010407
ENSG00000174837	ENSXETG00000028017	ENSDARG00000079050
ENSG00000174837	ENSXETG00000020592	ENSDARG00000079050
ENSG00000174837	ENSXETG00000020575	ENSDARG00000079050
ENSG00000174837	ENSXETG00000020611	ENSDARG00000079050
ENSG00000241468	ENSXETG00000009893	ENSDARG00000087461
ENSG00000114331	ENSXETG00000003455	ENSDARG00000060783
ENSG00000114331	ENSXETG00000003455	ENSDARG00000056478
ENSG00000237247	ENSXETG00000013593	ENSDARG00000042029
ENSG00000237247	ENSXETG00000013593	ENSDARG00000061774
ENSG00000205718	ENSXETG00000013593	ENSDARG00000042029
ENSG00000205718	ENSXETG00000013593	ENSDARG00000061774
ENSG00000230522	ENSXETG00000013593	ENSDARG00000042029
ENSG00000230522	ENSXETG00000013593	ENSDARG00000061774
ENSG00000182315	ENSXETG00000013593	ENSDARG00000042029
ENSG00000182315	ENSXETG00000013593	ENSDARG00000061774
ENSG00000164597	ENSXETG00000033924	ENSDARG00000008235
ENSG00000145020	ENSXETG00000005937	ENSDARG00000010862
ENSG00000163689	ENSXETG00000000564	ENSDARG00000026086
ENSG00000141504	ENSXETG00000022884	ENSDARG00000035215
ENSG00000231256	ENSXETG00000013834	ENSDARG00000089687
ENSG00000231256	ENSXETG00000013834	ENSDARG00000093739
ENSG00000198483	ENSXETG00000032805	ENSDARG00000069250
ENSG00000171105	ENSXETG00000013518	ENSDARG00000011948
ENSG00000171105	ENSXETG00000013518	ENSDARG00000071524
ENSG00000165617	ENSXETG00000011962	ENSDARG00000039675
ENSG00000144848	ENSXETG00000002424	ENSDARG00000009350
ENSG00000204463	ENSXETG00000002500	ENSDARG00000077531
ENSG00000204463	ENSXETG00000002500	ENSDARG00000075892
ENSG00000140093	ENSXETG00000010316	ENSDARG00000005924
ENSG00000176476	ENSXETG00000033185	ENSDARG00000002339
ENSG00000129244	ENSXETG00000025056	ENSDARG00000013605
ENSG00000129244	ENSXETG00000025056	ENSDARG00000034424
ENSG00000162706	ENSXETG00000019353	ENSDARG00000057013
ENSG00000100592	ENSXETG00000017030	ENSDARG00000015059
ENSG00000100592	ENSXETG00000017030	ENSDARG00000009689
ENSG00000186364	ENSXETG00000018681	ENSDARG00000008014
ENSG00000268861	ENSXETG00000006438	ENSDARG00000042308
ENSG00000268861	ENSXETG00000006438	ENSDARG00000011157
ENSG00000104880	ENSXETG00000006438	ENSDARG00000042308
ENSG00000104880	ENSXETG00000006438	ENSDARG00000011157
ENSG00000197249	ENSXETG00000009423	ENSDARG00000091136
ENSG00000197249	ENSXETG00000009423	ENSDARG00000090850
ENSG00000197249	ENSXETG00000009423	ENSDARG00000091800
ENSG00000197249	ENSXETG00000009423	ENSDARG00000090916
ENSG00000197249	ENSXETG00000009423	ENSDARG00000077960
ENSG00000197249	ENSXETG00000009423	ENSDARG00000087143
ENSG00000197249	ENSXETG00000009423	ENSDARG00000090286
ENSG00000197249	ENSXETG00000009423	ENSDARG00000074712
ENSG00000197249	ENSXETG00000023329	ENSDARG00000091136
ENSG00000197249	ENSXETG00000023329	ENSDARG00000090850
ENSG00000197249	ENSXETG00000023329	ENSDARG00000091800
ENSG00000197249	ENSXETG00000023329	ENSDARG00000090916
ENSG00000197249	ENSXETG00000023329	ENSDARG00000077960
ENSG00000197249	ENSXETG00000023329	ENSDARG00000087143
ENSG00000197249	ENSXETG00000023329	ENSDARG00000090286
ENSG00000197249	ENSXETG00000023329	ENSDARG00000074712
ENSG00000197249	ENSXETG00000025892	ENSDARG00000091136
ENSG00000197249	ENSXETG00000025892	ENSDARG00000090850
ENSG00000197249	ENSXETG00000025892	ENSDARG00000091800
ENSG00000197249	ENSXETG00000025892	ENSDARG00000090916
ENSG00000197249	ENSXETG00000025892	ENSDARG00000077960
ENSG00000197249	ENSXETG00000025892	ENSDARG00000087143
ENSG00000197249	ENSXETG00000025892	ENSDARG00000090286
ENSG00000197249	ENSXETG00000025892	ENSDARG00000074712
ENSG00000197249	ENSXETG00000025889	ENSDARG00000091136
ENSG00000197249	ENSXETG00000025889	ENSDARG00000090850
ENSG00000197249	ENSXETG00000025889	ENSDARG00000091800
ENSG00000197249	ENSXETG00000025889	ENSDARG00000090916
ENSG00000197249	ENSXETG00000025889	ENSDARG00000077960
ENSG00000197249	ENSXETG00000025889	ENSDARG00000087143
ENSG00000197249	ENSXETG00000025889	ENSDARG00000090286
ENSG00000197249	ENSXETG00000025889	ENSDARG00000074712
ENSG00000197249	ENSXETG00000025891	ENSDARG00000091136
ENSG00000197249	ENSXETG00000025891	ENSDARG00000090850
ENSG00000197249	ENSXETG00000025891	ENSDARG00000091800
ENSG00000197249	ENSXETG00000025891	ENSDARG00000090916
ENSG00000197249	ENSXETG00000025891	ENSDARG00000077960
ENSG00000197249	ENSXETG00000025891	ENSDARG00000087143
ENSG00000197249	ENSXETG00000025891	ENSDARG00000090286
ENSG00000197249	ENSXETG00000025891	ENSDARG00000074712
ENSG00000110811	ENSXETG00000011541	ENSDARG00000057879
ENSG00000153914	ENSXETG00000021460	ENSDARG00000009764
ENSG00000121848	ENSXETG00000018682	ENSDARG00000062900
ENSG00000121848	ENSXETG00000018682	ENSDARG00000062450
ENSG00000171246	ENSXETG00000019618	ENSDARG00000074671
ENSG00000145029	ENSXETG00000005943	ENSDARG00000069677
ENSG00000104883	ENSXETG00000001816	ENSDARG00000025559
ENSG00000110841	ENSXETG00000016522	ENSDARG00000020236
ENSG00000110841	ENSXETG00000016522	ENSDARG00000045749
ENSG00000106683	ENSXETG00000010324	ENSDARG00000063651
ENSG00000106683	ENSXETG00000010324	ENSDARG00000003022
ENSG00000174827	ENSXETG00000016315	ENSDARG00000022261
ENSG00000141510	ENSXETG00000025055	ENSDARG00000035559
ENSG00000133935	ENSXETG00000006115	ENSDARG00000070429
ENSG00000090674	ENSXETG00000006812	ENSDARG00000058848
ENSG00000090674	ENSXETG00000006812	ENSDARG00000002285
ENSG00000141564	ENSXETG00000013410	ENSDARG00000059879
ENSG00000132703	ENSXETG00000033333	ENSDARG00000071454
ENSG00000132703	ENSXETG00000033333	ENSDARG00000071456
ENSG00000132703	ENSXETG00000033333	ENSDARG00000056498
ENSG00000132703	ENSXETG00000033333	ENSDARG00000071457
ENSG00000132703	ENSXETG00000033333	ENSDARG00000042613
ENSG00000132703	ENSXETG00000033333	ENSDARG00000056462
ENSG00000132703	ENSXETG00000033333	ENSDARG00000095730
ENSG00000132703	ENSXETG00000024904	ENSDARG00000071454
ENSG00000132703	ENSXETG00000024904	ENSDARG00000071456
ENSG00000132703	ENSXETG00000024904	ENSDARG00000056498
ENSG00000132703	ENSXETG00000024904	ENSDARG00000071457
ENSG00000132703	ENSXETG00000024904	ENSDARG00000042613
ENSG00000132703	ENSXETG00000024904	ENSDARG00000056462
ENSG00000132703	ENSXETG00000024904	ENSDARG00000095730
ENSG00000132703	ENSXETG00000027272	ENSDARG00000071454
ENSG00000132703	ENSXETG00000027272	ENSDARG00000071456
ENSG00000132703	ENSXETG00000027272	ENSDARG00000056498
ENSG00000132703	ENSXETG00000027272	ENSDARG00000071457
ENSG00000132703	ENSXETG00000027272	ENSDARG00000042613
ENSG00000132703	ENSXETG00000027272	ENSDARG00000056462
ENSG00000132703	ENSXETG00000027272	ENSDARG00000095730
ENSG00000132703	ENSXETG00000027271	ENSDARG00000071454
ENSG00000132703	ENSXETG00000027271	ENSDARG00000071456
ENSG00000132703	ENSXETG00000027271	ENSDARG00000056498
ENSG00000132703	ENSXETG00000027271	ENSDARG00000071457
ENSG00000132703	ENSXETG00000027271	ENSDARG00000042613
ENSG00000132703	ENSXETG00000027271	ENSDARG00000056462
ENSG00000132703	ENSXETG00000027271	ENSDARG00000095730
ENSG00000132703	ENSXETG00000012676	ENSDARG00000071454
ENSG00000132703	ENSXETG00000012676	ENSDARG00000071456
ENSG00000132703	ENSXETG00000012676	ENSDARG00000056498
ENSG00000132703	ENSXETG00000012676	ENSDARG00000071457
ENSG00000132703	ENSXETG00000012676	ENSDARG00000042613
ENSG00000132703	ENSXETG00000012676	ENSDARG00000056462
ENSG00000132703	ENSXETG00000012676	ENSDARG00000095730
ENSG00000132703	ENSXETG00000018280	ENSDARG00000071454
ENSG00000132703	ENSXETG00000018280	ENSDARG00000071456
ENSG00000132703	ENSXETG00000018280	ENSDARG00000056498
ENSG00000132703	ENSXETG00000018280	ENSDARG00000071457
ENSG00000132703	ENSXETG00000018280	ENSDARG00000042613
ENSG00000132703	ENSXETG00000018280	ENSDARG00000056462
ENSG00000132703	ENSXETG00000018280	ENSDARG00000095730
ENSG00000132703	ENSXETG00000019369	ENSDARG00000071454
ENSG00000132703	ENSXETG00000019369	ENSDARG00000071456
ENSG00000132703	ENSXETG00000019369	ENSDARG00000056498
ENSG00000132703	ENSXETG00000019369	ENSDARG00000071457
ENSG00000132703	ENSXETG00000019369	ENSDARG00000042613
ENSG00000132703	ENSXETG00000019369	ENSDARG00000056462
ENSG00000132703	ENSXETG00000019369	ENSDARG00000095730
ENSG00000132703	ENSXETG00000027273	ENSDARG00000071454
ENSG00000132703	ENSXETG00000027273	ENSDARG00000071456
ENSG00000132703	ENSXETG00000027273	ENSDARG00000056498
ENSG00000132703	ENSXETG00000027273	ENSDARG00000071457
ENSG00000132703	ENSXETG00000027273	ENSDARG00000042613
ENSG00000132703	ENSXETG00000027273	ENSDARG00000056462
ENSG00000132703	ENSXETG00000027273	ENSDARG00000095730
ENSG00000132703	ENSXETG00000001723	ENSDARG00000071454
ENSG00000132703	ENSXETG00000001723	ENSDARG00000071456
ENSG00000132703	ENSXETG00000001723	ENSDARG00000056498
ENSG00000132703	ENSXETG00000001723	ENSDARG00000071457
ENSG00000132703	ENSXETG00000001723	ENSDARG00000042613
ENSG00000132703	ENSXETG00000001723	ENSDARG00000056462
ENSG00000132703	ENSXETG00000001723	ENSDARG00000095730
ENSG00000132703	ENSXETG00000004063	ENSDARG00000071454
ENSG00000132703	ENSXETG00000004063	ENSDARG00000071456
ENSG00000132703	ENSXETG00000004063	ENSDARG00000056498
ENSG00000132703	ENSXETG00000004063	ENSDARG00000071457
ENSG00000132703	ENSXETG00000004063	ENSDARG00000042613
ENSG00000132703	ENSXETG00000004063	ENSDARG00000056462
ENSG00000132703	ENSXETG00000004063	ENSDARG00000095730
ENSG00000132703	ENSXETG00000003976	ENSDARG00000071454
ENSG00000132703	ENSXETG00000003976	ENSDARG00000071456
ENSG00000132703	ENSXETG00000003976	ENSDARG00000056498
ENSG00000132703	ENSXETG00000003976	ENSDARG00000071457
ENSG00000132703	ENSXETG00000003976	ENSDARG00000042613
ENSG00000132703	ENSXETG00000003976	ENSDARG00000056462
ENSG00000132703	ENSXETG00000003976	ENSDARG00000095730
ENSG00000132703	ENSXETG00000019362	ENSDARG00000071454
ENSG00000132703	ENSXETG00000019362	ENSDARG00000071456
ENSG00000132703	ENSXETG00000019362	ENSDARG00000056498
ENSG00000132703	ENSXETG00000019362	ENSDARG00000071457
ENSG00000132703	ENSXETG00000019362	ENSDARG00000042613
ENSG00000132703	ENSXETG00000019362	ENSDARG00000056462
ENSG00000132703	ENSXETG00000019362	ENSDARG00000095730
ENSG00000132703	ENSXETG00000033736	ENSDARG00000071454
ENSG00000132703	ENSXETG00000033736	ENSDARG00000071456
ENSG00000132703	ENSXETG00000033736	ENSDARG00000056498
ENSG00000132703	ENSXETG00000033736	ENSDARG00000071457
ENSG00000132703	ENSXETG00000033736	ENSDARG00000042613
ENSG00000132703	ENSXETG00000033736	ENSDARG00000056462
ENSG00000132703	ENSXETG00000033736	ENSDARG00000095730
ENSG00000132703	ENSXETG00000012677	ENSDARG00000071454
ENSG00000132703	ENSXETG00000012677	ENSDARG00000071456
ENSG00000132703	ENSXETG00000012677	ENSDARG00000056498
ENSG00000132703	ENSXETG00000012677	ENSDARG00000071457
ENSG00000132703	ENSXETG00000012677	ENSDARG00000042613
ENSG00000132703	ENSXETG00000012677	ENSDARG00000056462
ENSG00000132703	ENSXETG00000012677	ENSDARG00000095730
ENSG00000132703	ENSXETG00000034129	ENSDARG00000071454
ENSG00000132703	ENSXETG00000034129	ENSDARG00000071456
ENSG00000132703	ENSXETG00000034129	ENSDARG00000056498
ENSG00000132703	ENSXETG00000034129	ENSDARG00000071457
ENSG00000132703	ENSXETG00000034129	ENSDARG00000042613
ENSG00000132703	ENSXETG00000034129	ENSDARG00000056462
ENSG00000132703	ENSXETG00000034129	ENSDARG00000095730
ENSG00000132703	ENSXETG00000024903	ENSDARG00000071454
ENSG00000132703	ENSXETG00000024903	ENSDARG00000071456
ENSG00000132703	ENSXETG00000024903	ENSDARG00000056498
ENSG00000132703	ENSXETG00000024903	ENSDARG00000071457
ENSG00000132703	ENSXETG00000024903	ENSDARG00000042613
ENSG00000132703	ENSXETG00000024903	ENSDARG00000056462
ENSG00000132703	ENSXETG00000024903	ENSDARG00000095730
ENSG00000132703	ENSXETG00000030596	ENSDARG00000071454
ENSG00000132703	ENSXETG00000030596	ENSDARG00000071456
ENSG00000132703	ENSXETG00000030596	ENSDARG00000056498
ENSG00000132703	ENSXETG00000030596	ENSDARG00000071457
ENSG00000132703	ENSXETG00000030596	ENSDARG00000042613
ENSG00000132703	ENSXETG00000030596	ENSDARG00000056462
ENSG00000132703	ENSXETG00000030596	ENSDARG00000095730
ENSG00000184203	ENSXETG00000033772	ENSDARG00000054007
ENSG00000173402	ENSXETG00000005928	ENSDARG00000016153
ENSG00000119650	ENSXETG00000013218	ENSDARG00000087273
ENSG00000172209	ENSXETG00000032379	ENSDARG00000045383
ENSG00000172209	ENSXETG00000032379	ENSDARG00000004592
ENSG00000105865	ENSXETG00000005925	ENSDARG00000006567
ENSG00000126790	ENSXETG00000017026	ENSDARG00000063020
ENSG00000132693	ENSXETG00000033333	ENSDARG00000045089
ENSG00000132693	ENSXETG00000024904	ENSDARG00000045089
ENSG00000132693	ENSXETG00000027272	ENSDARG00000045089
ENSG00000132693	ENSXETG00000027271	ENSDARG00000045089
ENSG00000132693	ENSXETG00000012676	ENSDARG00000045089
ENSG00000132693	ENSXETG00000018280	ENSDARG00000045089
ENSG00000132693	ENSXETG00000019369	ENSDARG00000045089
ENSG00000132693	ENSXETG00000027273	ENSDARG00000045089
ENSG00000132693	ENSXETG00000001723	ENSDARG00000045089
ENSG00000132693	ENSXETG00000004063	ENSDARG00000045089
ENSG00000132693	ENSXETG00000003976	ENSDARG00000045089
ENSG00000132693	ENSXETG00000019362	ENSDARG00000045089
ENSG00000132693	ENSXETG00000033736	ENSDARG00000045089
ENSG00000132693	ENSXETG00000012677	ENSDARG00000045089
